,date,variable.name,variable.unit,variable.code,value
456140,2019-06-01,"UK Job Vacancies (thousands) - Water Supply, Sewarage, Waste Management etc.",,JP9K,5.0
456141,2019-06-01,UK Job Vacancies (thousands) - Construction,,JP9L,26.0
456142,2019-06-01,"UK Job Vacancies (thousands) - Wholesale & Retail, Repair of motor vehicles.",,JP9M,134.0
456143,2019-06-01,UK Job Vacancies (thousands) - Transport & Storage,,JP9N,39.0
456144,2019-06-01,UK Job Vacancies (thousands) - Accommodation & Food Services Activities.,,JP9O,92.0
456145,2019-06-01,UK Job Vacancies (thousands) - Information & Communication.,,JP9P,42.0
456146,2019-06-01,UK Job Vacancies (thousands) - Financial & Insurance Activities.,,JP9Q,34.0
456147,2019-06-01,UK Job Vacancies (thousands) - Real Estate Activities.,,JP9R,11.0
456148,2019-06-01,"UK Job Vacancies (thousands) - Professional, Scientific & Technical Activities.",,JP9S,80.0
456149,2019-06-01,UK Job Vacancies (thousands) - Administrative & Support Service Activities.,,JP9T,48.0
456150,2019-06-01,UK Job Vacancies (thousands) - Public Administration & Defence.,,JP9U,22.0
456151,2019-06-01,UK Job Vacancies (thousands) - Education.,,JP9V,52.0
456152,2019-06-01,UK Job Vacancies (thousands) - Human Health & Social Work.,,JP9W,140.0
456153,2019-06-01,"UK Job Vacancies (thousands) - Arts, Entertainment & Recreation.",,JP9X,23.0
456154,2019-06-01,UK Job Vacancies (thousands) - Other Service Activities.,,JP9Y,19.0
457536,2019-07-01,UK Job Vacancies (thousands) - Mining & Quarrying,,JP9H,2.0
457537,2019-07-01,UK Job Vacancies (thousands) - Manufacturing,,JP9I,54.0
457538,2019-07-01,"UK Job Vacancies (thousands) - Electricity, Gas, Steam & Air Con Supply",,JP9J,3.0
457539,2019-07-01,"UK Job Vacancies (thousands) - Water Supply, Sewarage, Waste Management etc.",,JP9K,4.0
457540,2019-07-01,UK Job Vacancies (thousands) - Construction,,JP9L,25.0
457541,2019-07-01,"UK Job Vacancies (thousands) - Wholesale & Retail, Repair of motor vehicles.",,JP9M,129.0
457542,2019-07-01,UK Job Vacancies (thousands) - Transport & Storage,,JP9N,35.0
457543,2019-07-01,UK Job Vacancies (thousands) - Accommodation & Food Services Activities.,,JP9O,94.0
457544,2019-07-01,UK Job Vacancies (thousands) - Information & Communication.,,JP9P,43.0
457545,2019-07-01,UK Job Vacancies (thousands) - Financial & Insurance Activities.,,JP9Q,34.0
457546,2019-07-01,UK Job Vacancies (thousands) - Real Estate Activities.,,JP9R,11.0
457547,2019-07-01,"UK Job Vacancies (thousands) - Professional, Scientific & Technical Activities.",,JP9S,81.0
457548,2019-07-01,UK Job Vacancies (thousands) - Administrative & Support Service Activities.,,JP9T,50.0
457549,2019-07-01,UK Job Vacancies (thousands) - Public Administration & Defence.,,JP9U,22.0
457550,2019-07-01,UK Job Vacancies (thousands) - Education.,,JP9V,51.0
457551,2019-07-01,UK Job Vacancies (thousands) - Human Health & Social Work.,,JP9W,139.0
457552,2019-07-01,"UK Job Vacancies (thousands) - Arts, Entertainment & Recreation.",,JP9X,23.0
457553,2019-07-01,UK Job Vacancies (thousands) - Other Service Activities.,,JP9Y,19.0
458935,2019-08-01,UK Job Vacancies (thousands) - Mining & Quarrying,,JP9H,2.0
458936,2019-08-01,UK Job Vacancies (thousands) - Manufacturing,,JP9I,52.0
458937,2019-08-01,"UK Job Vacancies (thousands) - Electricity, Gas, Steam & Air Con Supply",,JP9J,3.0
458938,2019-08-01,"UK Job Vacancies (thousands) - Water Supply, Sewarage, Waste Management etc.",,JP9K,3.0
458939,2019-08-01,UK Job Vacancies (thousands) - Construction,,JP9L,25.0
458940,2019-08-01,"UK Job Vacancies (thousands) - Wholesale & Retail, Repair of motor vehicles.",,JP9M,134.0
458941,2019-08-01,UK Job Vacancies (thousands) - Transport & Storage,,JP9N,31.0
458942,2019-08-01,UK Job Vacancies (thousands) - Accommodation & Food Services Activities.,,JP9O,96.0
458943,2019-08-01,UK Job Vacancies (thousands) - Information & Communication.,,JP9P,43.0
458944,2019-08-01,UK Job Vacancies (thousands) - Financial & Insurance Activities.,,JP9Q,32.0
458945,2019-08-01,UK Job Vacancies (thousands) - Real Estate Activities.,,JP9R,10.0
458946,2019-08-01,"UK Job Vacancies (thousands) - Professional, Scientific & Technical Activities.",,JP9S,84.0
458947,2019-08-01,UK Job Vacancies (thousands) - Administrative & Support Service Activities.,,JP9T,52.0
458948,2019-08-01,UK Job Vacancies (thousands) - Public Administration & Defence.,,JP9U,22.0
458949,2019-08-01,UK Job Vacancies (thousands) - Education.,,JP9V,50.0
458950,2019-08-01,UK Job Vacancies (thousands) - Human Health & Social Work.,,JP9W,140.0
458951,2019-08-01,"UK Job Vacancies (thousands) - Arts, Entertainment & Recreation.",,JP9X,19.0
458952,2019-08-01,UK Job Vacancies (thousands) - Other Service Activities.,,JP9Y,19.0
460336,2019-09-01,UK Job Vacancies (thousands) - Mining & Quarrying,,JP9H,2.0
460337,2019-09-01,UK Job Vacancies (thousands) - Manufacturing,,JP9I,51.0
460338,2019-09-01,"UK Job Vacancies (thousands) - Electricity, Gas, Steam & Air Con Supply",,JP9J,3.0
460339,2019-09-01,"UK Job Vacancies (thousands) - Water Supply, Sewarage, Waste Management etc.",,JP9K,3.0
460340,2019-09-01,UK Job Vacancies (thousands) - Construction,,JP9L,24.0
460341,2019-09-01,"UK Job Vacancies (thousands) - Wholesale & Retail, Repair of motor vehicles.",,JP9M,132.0
460342,2019-09-01,UK Job Vacancies (thousands) - Transport & Storage,,JP9N,31.0
460343,2019-09-01,UK Job Vacancies (thousands) - Accommodation & Food Services Activities.,,JP9O,92.0
460344,2019-09-01,UK Job Vacancies (thousands) - Information & Communication.,,JP9P,44.0
460345,2019-09-01,UK Job Vacancies (thousands) - Financial & Insurance Activities.,,JP9Q,32.0
460346,2019-09-01,UK Job Vacancies (thousands) - Real Estate Activities.,,JP9R,12.0
460347,2019-09-01,"UK Job Vacancies (thousands) - Professional, Scientific & Technical Activities.",,JP9S,85.0
460348,2019-09-01,UK Job Vacancies (thousands) - Administrative & Support Service Activities.,,JP9T,53.0
460349,2019-09-01,UK Job Vacancies (thousands) - Public Administration & Defence.,,JP9U,24.0
460350,2019-09-01,UK Job Vacancies (thousands) - Education.,,JP9V,50.0
460351,2019-09-01,UK Job Vacancies (thousands) - Human Health & Social Work.,,JP9W,139.0
460352,2019-09-01,"UK Job Vacancies (thousands) - Arts, Entertainment & Recreation.",,JP9X,16.0
460353,2019-09-01,UK Job Vacancies (thousands) - Other Service Activities.,,JP9Y,19.0
461735,2019-10-01,UK Job Vacancies (thousands) - Mining & Quarrying,,JP9H,2.0
461736,2019-10-01,UK Job Vacancies (thousands) - Manufacturing,,JP9I,51.0
461737,2019-10-01,"UK Job Vacancies (thousands) - Electricity, Gas, Steam & Air Con Supply",,JP9J,3.0
461738,2019-10-01,"UK Job Vacancies (thousands) - Water Supply, Sewarage, Waste Management etc.",,JP9K,4.0
461739,2019-10-01,UK Job Vacancies (thousands) - Construction,,JP9L,26.0
461740,2019-10-01,"UK Job Vacancies (thousands) - Wholesale & Retail, Repair of motor vehicles.",,JP9M,133.0
461741,2019-10-01,UK Job Vacancies (thousands) - Transport & Storage,,JP9N,33.0
461742,2019-10-01,UK Job Vacancies (thousands) - Accommodation & Food Services Activities.,,JP9O,89.0
461743,2019-10-01,UK Job Vacancies (thousands) - Information & Communication.,,JP9P,41.0
461744,2019-10-01,UK Job Vacancies (thousands) - Financial & Insurance Activities.,,JP9Q,32.0
461745,2019-10-01,UK Job Vacancies (thousands) - Real Estate Activities.,,JP9R,11.0
461746,2019-10-01,"UK Job Vacancies (thousands) - Professional, Scientific & Technical Activities.",,JP9S,80.0
461747,2019-10-01,UK Job Vacancies (thousands) - Administrative & Support Service Activities.,,JP9T,52.0
461748,2019-10-01,UK Job Vacancies (thousands) - Public Administration & Defence.,,JP9U,24.0
461749,2019-10-01,UK Job Vacancies (thousands) - Education.,,JP9V,52.0
461750,2019-10-01,UK Job Vacancies (thousands) - Human Health & Social Work.,,JP9W,139.0
461751,2019-10-01,"UK Job Vacancies (thousands) - Arts, Entertainment & Recreation.",,JP9X,16.0
461752,2019-10-01,UK Job Vacancies (thousands) - Other Service Activities.,,JP9Y,19.0
463132,2019-11-01,UK Job Vacancies (thousands) - Mining & Quarrying,,JP9H,2.0
463133,2019-11-01,UK Job Vacancies (thousands) - Manufacturing,,JP9I,53.0
463134,2019-11-01,"UK Job Vacancies (thousands) - Electricity, Gas, Steam & Air Con Supply",,JP9J,3.0
463135,2019-11-01,"UK Job Vacancies (thousands) - Water Supply, Sewarage, Waste Management etc.",,JP9K,4.0
463136,2019-11-01,UK Job Vacancies (thousands) - Construction,,JP9L,26.0
463137,2019-11-01,"UK Job Vacancies (thousands) - Wholesale & Retail, Repair of motor vehicles.",,JP9M,132.0
463138,2019-11-01,UK Job Vacancies (thousands) - Transport & Storage,,JP9N,34.0
463139,2019-11-01,UK Job Vacancies (thousands) - Accommodation & Food Services Activities.,,JP9O,88.0
463140,2019-11-01,UK Job Vacancies (thousands) - Information & Communication.,,JP9P,41.0
463141,2019-11-01,UK Job Vacancies (thousands) - Financial & Insurance Activities.,,JP9Q,32.0
463142,2019-11-01,UK Job Vacancies (thousands) - Real Estate Activities.,,JP9R,12.0
463143,2019-11-01,"UK Job Vacancies (thousands) - Professional, Scientific & Technical Activities.",,JP9S,77.0
463144,2019-11-01,UK Job Vacancies (thousands) - Administrative & Support Service Activities.,,JP9T,58.0
463145,2019-11-01,UK Job Vacancies (thousands) - Public Administration & Defence.,,JP9U,24.0
463146,2019-11-01,UK Job Vacancies (thousands) - Education.,,JP9V,51.0
463147,2019-11-01,UK Job Vacancies (thousands) - Human Health & Social Work.,,JP9W,138.0
463148,2019-11-01,"UK Job Vacancies (thousands) - Arts, Entertainment & Recreation.",,JP9X,18.0
463149,2019-11-01,UK Job Vacancies (thousands) - Other Service Activities.,,JP9Y,19.0
464531,2019-12-01,UK Job Vacancies (thousands) - Mining & Quarrying,,JP9H,2.0
464532,2019-12-01,UK Job Vacancies (thousands) - Manufacturing,,JP9I,57.0
464533,2019-12-01,"UK Job Vacancies (thousands) - Electricity, Gas, Steam & Air Con Supply",,JP9J,3.0
464534,2019-12-01,"UK Job Vacancies (thousands) - Water Supply, Sewarage, Waste Management etc.",,JP9K,4.0
464535,2019-12-01,UK Job Vacancies (thousands) - Construction,,JP9L,27.0
464536,2019-12-01,"UK Job Vacancies (thousands) - Wholesale & Retail, Repair of motor vehicles.",,JP9M,130.0
464537,2019-12-01,UK Job Vacancies (thousands) - Transport & Storage,,JP9N,36.0
464538,2019-12-01,UK Job Vacancies (thousands) - Accommodation & Food Services Activities.,,JP9O,89.0
464539,2019-12-01,UK Job Vacancies (thousands) - Information & Communication.,,JP9P,43.0
464540,2019-12-01,UK Job Vacancies (thousands) - Financial & Insurance Activities.,,JP9Q,31.0
464541,2019-12-01,UK Job Vacancies (thousands) - Real Estate Activities.,,JP9R,11.0
464542,2019-12-01,"UK Job Vacancies (thousands) - Professional, Scientific & Technical Activities.",,JP9S,76.0
464543,2019-12-01,UK Job Vacancies (thousands) - Administrative & Support Service Activities.,,JP9T,54.0
464544,2019-12-01,UK Job Vacancies (thousands) - Public Administration & Defence.,,JP9U,22.0
464545,2019-12-01,UK Job Vacancies (thousands) - Education.,,JP9V,53.0
464546,2019-12-01,UK Job Vacancies (thousands) - Human Health & Social Work.,,JP9W,136.0
464547,2019-12-01,"UK Job Vacancies (thousands) - Arts, Entertainment & Recreation.",,JP9X,22.0
464548,2019-12-01,UK Job Vacancies (thousands) - Other Service Activities.,,JP9Y,20.0
465930,2020-01-01,UK Job Vacancies (thousands) - Mining & Quarrying,,JP9H,2.0
465931,2020-01-01,UK Job Vacancies (thousands) - Manufacturing,,JP9I,55.0
465932,2020-01-01,"UK Job Vacancies (thousands) - Electricity, Gas, Steam & Air Con Supply",,JP9J,3.0
465933,2020-01-01,"UK Job Vacancies (thousands) - Water Supply, Sewarage, Waste Management etc.",,JP9K,3.0
465934,2020-01-01,UK Job Vacancies (thousands) - Construction,,JP9L,28.0
465935,2020-01-01,"UK Job Vacancies (thousands) - Wholesale & Retail, Repair of motor vehicles.",,JP9M,133.0
465936,2020-01-01,UK Job Vacancies (thousands) - Transport & Storage,,JP9N,37.0
465937,2020-01-01,UK Job Vacancies (thousands) - Accommodation & Food Services Activities.,,JP9O,93.0
465938,2020-01-01,UK Job Vacancies (thousands) - Information & Communication.,,JP9P,43.0
465939,2020-01-01,UK Job Vacancies (thousands) - Financial & Insurance Activities.,,JP9Q,30.0
465940,2020-01-01,UK Job Vacancies (thousands) - Real Estate Activities.,,JP9R,13.0
465941,2020-01-01,"UK Job Vacancies (thousands) - Professional, Scientific & Technical Activities.",,JP9S,76.0
465942,2020-01-01,UK Job Vacancies (thousands) - Administrative & Support Service Activities.,,JP9T,55.0
465943,2020-01-01,UK Job Vacancies (thousands) - Public Administration & Defence.,,JP9U,22.0
465944,2020-01-01,UK Job Vacancies (thousands) - Education.,,JP9V,51.0
465945,2020-01-01,UK Job Vacancies (thousands) - Human Health & Social Work.,,JP9W,136.0
465946,2020-01-01,"UK Job Vacancies (thousands) - Arts, Entertainment & Recreation.",,JP9X,23.0
465947,2020-01-01,UK Job Vacancies (thousands) - Other Service Activities.,,JP9Y,18.0
467324,2020-02-01,UK Job Vacancies (thousands) - Mining & Quarrying,,JP9H,2.0
467325,2020-02-01,UK Job Vacancies (thousands) - Manufacturing,,JP9I,52.0
467326,2020-02-01,"UK Job Vacancies (thousands) - Electricity, Gas, Steam & Air Con Supply",,JP9J,3.0
467327,2020-02-01,"UK Job Vacancies (thousands) - Water Supply, Sewarage, Waste Management etc.",,JP9K,4.0
467328,2020-02-01,UK Job Vacancies (thousands) - Construction,,JP9L,27.0
467329,2020-02-01,"UK Job Vacancies (thousands) - Wholesale & Retail, Repair of motor vehicles.",,JP9M,130.0
467330,2020-02-01,UK Job Vacancies (thousands) - Transport & Storage,,JP9N,37.0
467331,2020-02-01,UK Job Vacancies (thousands) - Accommodation & Food Services Activities.,,JP9O,86.0
467332,2020-02-01,UK Job Vacancies (thousands) - Information & Communication.,,JP9P,42.0
467333,2020-02-01,UK Job Vacancies (thousands) - Financial & Insurance Activities.,,JP9Q,29.0
467334,2020-02-01,UK Job Vacancies (thousands) - Real Estate Activities.,,JP9R,14.0
467335,2020-02-01,"UK Job Vacancies (thousands) - Professional, Scientific & Technical Activities.",,JP9S,72.0
467336,2020-02-01,UK Job Vacancies (thousands) - Administrative & Support Service Activities.,,JP9T,52.0
467337,2020-02-01,UK Job Vacancies (thousands) - Public Administration & Defence.,,JP9U,22.0
467338,2020-02-01,UK Job Vacancies (thousands) - Education.,,JP9V,50.0
467339,2020-02-01,UK Job Vacancies (thousands) - Human Health & Social Work.,,JP9W,136.0
467340,2020-02-01,"UK Job Vacancies (thousands) - Arts, Entertainment & Recreation.",,JP9X,23.0
467341,2020-02-01,UK Job Vacancies (thousands) - Other Service Activities.,,JP9Y,17.0
468718,2020-03-01,UK Job Vacancies (thousands) - Mining & Quarrying,,JP9H,1.0
468719,2020-03-01,UK Job Vacancies (thousands) - Manufacturing,,JP9I,41.0
468720,2020-03-01,"UK Job Vacancies (thousands) - Electricity, Gas, Steam & Air Con Supply",,JP9J,3.0
468721,2020-03-01,"UK Job Vacancies (thousands) - Water Supply, Sewarage, Waste Management etc.",,JP9K,3.0
468722,2020-03-01,UK Job Vacancies (thousands) - Construction,,JP9L,21.0
468723,2020-03-01,"UK Job Vacancies (thousands) - Wholesale & Retail, Repair of motor vehicles.",,JP9M,98.0
468724,2020-03-01,UK Job Vacancies (thousands) - Transport & Storage,,JP9N,29.0
468725,2020-03-01,UK Job Vacancies (thousands) - Accommodation & Food Services Activities.,,JP9O,55.0
468726,2020-03-01,UK Job Vacancies (thousands) - Information & Communication.,,JP9P,31.0
468727,2020-03-01,UK Job Vacancies (thousands) - Financial & Insurance Activities.,,JP9Q,25.0
468728,2020-03-01,UK Job Vacancies (thousands) - Real Estate Activities.,,JP9R,12.0
468729,2020-03-01,"UK Job Vacancies (thousands) - Professional, Scientific & Technical Activities.",,JP9S,56.0
468730,2020-03-01,UK Job Vacancies (thousands) - Administrative & Support Service Activities.,,JP9T,45.0
468731,2020-03-01,UK Job Vacancies (thousands) - Public Administration & Defence.,,JP9U,21.0
468732,2020-03-01,UK Job Vacancies (thousands) - Education.,,JP9V,42.0
468733,2020-03-01,UK Job Vacancies (thousands) - Human Health & Social Work.,,JP9W,129.0
468734,2020-03-01,"UK Job Vacancies (thousands) - Arts, Entertainment & Recreation.",,JP9X,15.0
468735,2020-03-01,UK Job Vacancies (thousands) - Other Service Activities.,,JP9Y,13.0
470112,2020-04-01,UK Job Vacancies (thousands) - Mining & Quarrying,,JP9H,1.0
470113,2020-04-01,UK Job Vacancies (thousands) - Manufacturing,,JP9I,32.0
470114,2020-04-01,"UK Job Vacancies (thousands) - Electricity, Gas, Steam & Air Con Supply",,JP9J,2.0
470115,2020-04-01,"UK Job Vacancies (thousands) - Water Supply, Sewarage, Waste Management etc.",,JP9K,3.0
470116,2020-04-01,UK Job Vacancies (thousands) - Construction,,JP9L,12.0
470117,2020-04-01,"UK Job Vacancies (thousands) - Wholesale & Retail, Repair of motor vehicles.",,JP9M,63.0
470118,2020-04-01,UK Job Vacancies (thousands) - Transport & Storage,,JP9N,19.0
470119,2020-04-01,UK Job Vacancies (thousands) - Accommodation & Food Services Activities.,,JP9O,25.0
470120,2020-04-01,UK Job Vacancies (thousands) - Information & Communication.,,JP9P,21.0
470121,2020-04-01,UK Job Vacancies (thousands) - Financial & Insurance Activities.,,JP9Q,21.0
470122,2020-04-01,UK Job Vacancies (thousands) - Real Estate Activities.,,JP9R,9.0
470123,2020-04-01,"UK Job Vacancies (thousands) - Professional, Scientific & Technical Activities.",,JP9S,43.0
470124,2020-04-01,UK Job Vacancies (thousands) - Administrative & Support Service Activities.,,JP9T,38.0
470125,2020-04-01,UK Job Vacancies (thousands) - Public Administration & Defence.,,JP9U,18.0
470126,2020-04-01,UK Job Vacancies (thousands) - Education.,,JP9V,32.0
470127,2020-04-01,UK Job Vacancies (thousands) - Human Health & Social Work.,,JP9W,114.0
470128,2020-04-01,"UK Job Vacancies (thousands) - Arts, Entertainment & Recreation.",,JP9X,10.0
470129,2020-04-01,UK Job Vacancies (thousands) - Other Service Activities.,,JP9Y,9.0
471506,2020-05-01,UK Job Vacancies (thousands) - Mining & Quarrying,,JP9H,0.0
471507,2020-05-01,UK Job Vacancies (thousands) - Manufacturing,,JP9I,24.0
471508,2020-05-01,"UK Job Vacancies (thousands) - Electricity, Gas, Steam & Air Con Supply",,JP9J,2.0
471509,2020-05-01,"UK Job Vacancies (thousands) - Water Supply, Sewarage, Waste Management etc.",,JP9K,2.0
471510,2020-05-01,UK Job Vacancies (thousands) - Construction,,JP9L,7.0
471511,2020-05-01,"UK Job Vacancies (thousands) - Wholesale & Retail, Repair of motor vehicles.",,JP9M,36.0
471512,2020-05-01,UK Job Vacancies (thousands) - Transport & Storage,,JP9N,10.0
471513,2020-05-01,UK Job Vacancies (thousands) - Accommodation & Food Services Activities.,,JP9O,8.0
471514,2020-05-01,UK Job Vacancies (thousands) - Information & Communication.,,JP9P,13.0
471515,2020-05-01,UK Job Vacancies (thousands) - Financial & Insurance Activities.,,JP9Q,17.0
471516,2020-05-01,UK Job Vacancies (thousands) - Real Estate Activities.,,JP9R,4.0
471517,2020-05-01,"UK Job Vacancies (thousands) - Professional, Scientific & Technical Activities.",,JP9S,32.0
471518,2020-05-01,UK Job Vacancies (thousands) - Administrative & Support Service Activities.,,JP9T,29.0
471519,2020-05-01,UK Job Vacancies (thousands) - Public Administration & Defence.,,JP9U,15.0
471520,2020-05-01,UK Job Vacancies (thousands) - Education.,,JP9V,22.0
471521,2020-05-01,UK Job Vacancies (thousands) - Human Health & Social Work.,,JP9W,103.0
471522,2020-05-01,"UK Job Vacancies (thousands) - Arts, Entertainment & Recreation.",,JP9X,2.0
471523,2020-05-01,UK Job Vacancies (thousands) - Other Service Activities.,,JP9Y,6.0
472900,2020-06-01,UK Job Vacancies (thousands) - Mining & Quarrying,,JP9H,0.0
472901,2020-06-01,UK Job Vacancies (thousands) - Manufacturing,,JP9I,27.0
472902,2020-06-01,"UK Job Vacancies (thousands) - Electricity, Gas, Steam & Air Con Supply",,JP9J,2.0
472903,2020-06-01,"UK Job Vacancies (thousands) - Water Supply, Sewarage, Waste Management etc.",,JP9K,2.0
472904,2020-06-01,UK Job Vacancies (thousands) - Construction,,JP9L,12.0
472905,2020-06-01,"UK Job Vacancies (thousands) - Wholesale & Retail, Repair of motor vehicles.",,JP9M,43.0
472906,2020-06-01,UK Job Vacancies (thousands) - Transport & Storage,,JP9N,13.0
472907,2020-06-01,UK Job Vacancies (thousands) - Accommodation & Food Services Activities.,,JP9O,16.0
472908,2020-06-01,UK Job Vacancies (thousands) - Information & Communication.,,JP9P,16.0
472909,2020-06-01,UK Job Vacancies (thousands) - Financial & Insurance Activities.,,JP9Q,16.0
472910,2020-06-01,UK Job Vacancies (thousands) - Real Estate Activities.,,JP9R,5.0
472911,2020-06-01,"UK Job Vacancies (thousands) - Professional, Scientific & Technical Activities.",,JP9S,38.0
472912,2020-06-01,UK Job Vacancies (thousands) - Administrative & Support Service Activities.,,JP9T,31.0
472913,2020-06-01,UK Job Vacancies (thousands) - Public Administration & Defence.,,JP9U,17.0
472914,2020-06-01,UK Job Vacancies (thousands) - Education.,,JP9V,24.0
472915,2020-06-01,UK Job Vacancies (thousands) - Human Health & Social Work.,,JP9W,104.0
472916,2020-06-01,"UK Job Vacancies (thousands) - Arts, Entertainment & Recreation.",,JP9X,3.0
472917,2020-06-01,UK Job Vacancies (thousands) - Other Service Activities.,,JP9Y,6.0
474292,2020-07-01,UK Job Vacancies (thousands) - Mining & Quarrying,,JP9H,0.0
474293,2020-07-01,UK Job Vacancies (thousands) - Manufacturing,,JP9I,31.0
474294,2020-07-01,"UK Job Vacancies (thousands) - Electricity, Gas, Steam & Air Con Supply",,JP9J,3.0
474295,2020-07-01,"UK Job Vacancies (thousands) - Water Supply, Sewarage, Waste Management etc.",,JP9K,3.0
474296,2020-07-01,UK Job Vacancies (thousands) - Construction,,JP9L,18.0
474297,2020-07-01,"UK Job Vacancies (thousands) - Wholesale & Retail, Repair of motor vehicles.",,JP9M,52.0
474298,2020-07-01,UK Job Vacancies (thousands) - Transport & Storage,,JP9N,20.0
474299,2020-07-01,UK Job Vacancies (thousands) - Accommodation & Food Services Activities.,,JP9O,25.0
474300,2020-07-01,UK Job Vacancies (thousands) - Information & Communication.,,JP9P,18.0
474301,2020-07-01,UK Job Vacancies (thousands) - Financial & Insurance Activities.,,JP9Q,17.0
474302,2020-07-01,UK Job Vacancies (thousands) - Real Estate Activities.,,JP9R,7.0
474303,2020-07-01,"UK Job Vacancies (thousands) - Professional, Scientific & Technical Activities.",,JP9S,43.0
474304,2020-07-01,UK Job Vacancies (thousands) - Administrative & Support Service Activities.,,JP9T,27.0
474305,2020-07-01,UK Job Vacancies (thousands) - Public Administration & Defence.,,JP9U,18.0
474306,2020-07-01,UK Job Vacancies (thousands) - Education.,,JP9V,29.0
474307,2020-07-01,UK Job Vacancies (thousands) - Human Health & Social Work.,,JP9W,111.0
474308,2020-07-01,"UK Job Vacancies (thousands) - Arts, Entertainment & Recreation.",,JP9X,4.0
474309,2020-07-01,UK Job Vacancies (thousands) - Other Service Activities.,,JP9Y,7.0
475682,2020-08-01,UK Job Vacancies (thousands) - Mining & Quarrying,,JP9H,0.0
475683,2020-08-01,UK Job Vacancies (thousands) - Manufacturing,,JP9I,36.0
475684,2020-08-01,"UK Job Vacancies (thousands) - Electricity, Gas, Steam & Air Con Supply",,JP9J,3.0
475685,2020-08-01,"UK Job Vacancies (thousands) - Water Supply, Sewarage, Waste Management etc.",,JP9K,3.0
475686,2020-08-01,UK Job Vacancies (thousands) - Construction,,JP9L,21.0
475687,2020-08-01,"UK Job Vacancies (thousands) - Wholesale & Retail, Repair of motor vehicles.",,JP9M,61.0
475688,2020-08-01,UK Job Vacancies (thousands) - Transport & Storage,,JP9N,22.0
475689,2020-08-01,UK Job Vacancies (thousands) - Accommodation & Food Services Activities.,,JP9O,34.0
475690,2020-08-01,UK Job Vacancies (thousands) - Information & Communication.,,JP9P,22.0
475691,2020-08-01,UK Job Vacancies (thousands) - Financial & Insurance Activities.,,JP9Q,19.0
475692,2020-08-01,UK Job Vacancies (thousands) - Real Estate Activities.,,JP9R,7.0
475693,2020-08-01,"UK Job Vacancies (thousands) - Professional, Scientific & Technical Activities.",,JP9S,47.0
475694,2020-08-01,UK Job Vacancies (thousands) - Administrative & Support Service Activities.,,JP9T,34.0
475695,2020-08-01,UK Job Vacancies (thousands) - Public Administration & Defence.,,JP9U,19.0
475696,2020-08-01,UK Job Vacancies (thousands) - Education.,,JP9V,34.0
475697,2020-08-01,UK Job Vacancies (thousands) - Human Health & Social Work.,,JP9W,116.0
475698,2020-08-01,"UK Job Vacancies (thousands) - Arts, Entertainment & Recreation.",,JP9X,4.0
475699,2020-08-01,UK Job Vacancies (thousands) - Other Service Activities.,,JP9Y,8.0
477073,2020-09-01,UK Job Vacancies (thousands) - Mining & Quarrying,,JP9H,1.0
477074,2020-09-01,UK Job Vacancies (thousands) - Manufacturing,,JP9I,42.0
477075,2020-09-01,"UK Job Vacancies (thousands) - Electricity, Gas, Steam & Air Con Supply",,JP9J,3.0
477076,2020-09-01,"UK Job Vacancies (thousands) - Water Supply, Sewarage, Waste Management etc.",,JP9K,4.0
477077,2020-09-01,UK Job Vacancies (thousands) - Construction,,JP9L,25.0
477078,2020-09-01,"UK Job Vacancies (thousands) - Wholesale & Retail, Repair of motor vehicles.",,JP9M,63.0
477079,2020-09-01,UK Job Vacancies (thousands) - Transport & Storage,,JP9N,29.0
477080,2020-09-01,UK Job Vacancies (thousands) - Accommodation & Food Services Activities.,,JP9O,32.0
477081,2020-09-01,UK Job Vacancies (thousands) - Information & Communication.,,JP9P,26.0
477082,2020-09-01,UK Job Vacancies (thousands) - Financial & Insurance Activities.,,JP9Q,19.0
477083,2020-09-01,UK Job Vacancies (thousands) - Real Estate Activities.,,JP9R,10.0
477084,2020-09-01,"UK Job Vacancies (thousands) - Professional, Scientific & Technical Activities.",,JP9S,50.0
477085,2020-09-01,UK Job Vacancies (thousands) - Administrative & Support Service Activities.,,JP9T,34.0
477086,2020-09-01,UK Job Vacancies (thousands) - Public Administration & Defence.,,JP9U,19.0
477087,2020-09-01,UK Job Vacancies (thousands) - Education.,,JP9V,39.0
477088,2020-09-01,UK Job Vacancies (thousands) - Human Health & Social Work.,,JP9W,122.0
477089,2020-09-01,"UK Job Vacancies (thousands) - Arts, Entertainment & Recreation.",,JP9X,7.0
477090,2020-09-01,UK Job Vacancies (thousands) - Other Service Activities.,,JP9Y,11.0
478463,2020-10-01,UK Job Vacancies (thousands) - Mining & Quarrying,,JP9H,1.0
478464,2020-10-01,UK Job Vacancies (thousands) - Manufacturing,,JP9I,42.0
478465,2020-10-01,"UK Job Vacancies (thousands) - Electricity, Gas, Steam & Air Con Supply",,JP9J,4.0
478466,2020-10-01,"UK Job Vacancies (thousands) - Water Supply, Sewarage, Waste Management etc.",,JP9K,3.0
478467,2020-10-01,UK Job Vacancies (thousands) - Construction,,JP9L,25.0
478468,2020-10-01,"UK Job Vacancies (thousands) - Wholesale & Retail, Repair of motor vehicles.",,JP9M,67.0
478469,2020-10-01,UK Job Vacancies (thousands) - Transport & Storage,,JP9N,29.0
478470,2020-10-01,UK Job Vacancies (thousands) - Accommodation & Food Services Activities.,,JP9O,33.0
